season,round,constructor,rating_mu,rating_sig,perf_score,place
1962,2,Lola,1432,130,1685,2
1962,2,Lotus-Climax,1704,82,1434,5
1962,2,Porsche,1627,80,1630,3
1962,3,BRM,1619,80,1791,1
1962,3,Cooper-Climax,1689,80,1461,5
1962,3,Ferrari,1833,80,1746,2
1962,3,Lola,1530,111,1607,3
1962,3,Lotus-BRM,1276,171,1233,6
1962,3,Lotus-Climax,1755,81,1928,0
1962,3,Porsche,1611,80,1551,4
1962,4,BRM,1638,80,1701,2
1962,4,Cooper,1523,80,1491,5
1962,4,Cooper-Climax,1713,80,1786,1
1962,4,Lola,1566,100,1627,3
1962,4,Lotus-BRM,1319,130,1364,6
1962,4,Lotus-Climax,1715,81,1590,4
1962,4,Porsche,1658,80,1881,0
1962,4,Team Lotus,1642,80,1310,7
1962,5,BRM,1642,80,1657,3
1962,5,Cooper-Climax,1719,80,1738,2
1962,5,Emeryson,1247,94,1446,5
1962,5,Ferrari,1777,80,1431,6
1962,5,Gilby,1256,130,1119,8
1962,5,Lola,1626,94,1801,1
1962,5,Lotus-BRM,1295,111,1253,7
1962,5,Lotus-Climax,1763,81,1925,0
1962,5,Porsche,1642,80,1590,4
1962,6,BRM,1692,80,1932,0
1962,6,Brabham,1407,171,1390,7
1962,6,Cooper-Climax,1698,80,1626,4
1962,6,ENB,1458,171,1450,6
1962,6,Ferrari,1731,80,1559,5
1962,6,Gilby,1262,111,1271,8
1962,6,Lola,1674,89,1823,1
1962,6,Lotus-BRM,1253,100,1143,9
1962,6,Lotus-Climax,1746,80,1697,3
1962,6,Porsche,1665,80,1748,2
1962,7,BRM,1738,80,1925,0
1962,7,Cooper-Climax,1724,80,1821,1
1962,7,Emeryson,1240,89,1220,7
1962,7,Ferrari,1736,80,1751,2
1962,7,Lola,1619,86,1431,6
1962,7,Lotus-BRM,1304,94,1466,5
1962,7,Lotus-Borgward,1142,171,1072,8
1962,7,Lotus-Climax,1717,80,1619,4
1962,7,Porsche,1668,80,1676,3
1962,8,BRM,1751,80,1792,1
1962,8,Brabham,1499,130,1601,3
1962,8,Cooper-Climax,1721,80,1709,2
1962,8,Lola,1551,84,1299,6
1962,8,Lotus-BRM,1323,89,1376,5
1962,8,Lotus-Climax,1756,80,1898,0
1962,8,Porsche,1644,80,1555,4
1962,9,BRM,1788,80,1928,0
1962,9,Brabham,1575,111,1709,2
1962,9,Cooper-Alfa Romeo,1339,171,1308,7
1962,9,Cooper-Climax,1740,80,1810,1
1962,9,Emeryson,1220,86,1158,8
1962,9,LDS,1495,171,1494,5
1962,9,Lola,1518,83,1434,6
1962,9,Lotus-Climax,1735,80,1669,3
1962,9,Porsche,1630,80,1580,4
1963,1,ATS,1445,171,1434,7
1963,1,BRM,1825,80,1972,0
1963,1,Brabham,1553,100,1509,6
1963,1,Cooper-Climax,1763,80,1855,1
1963,1,De Tomaso,1343,171,1313,9
1963,1,Ferrari,1746,80,1780,2
1963,1,Lola,1531,82,1568,5
1963,1,Lotus-BRM,1380,86,1617,4
1963,1,Lotus-Climax,1731,80,1717,3
1963,1,Porsche,1576,80,1244,10
1963,1,Scirocco,1399,171,1379,8
1963,2,ATS,1364,130,1269,9
1963,2,BRM,1803,80,1727,3
1963,2,BRP,1179,171,1117,10
1963,2,Brabham,1606,94,1760,2
1963,2,Cooper-Climax,1783,80,1857,1
1963,2,Ferrari,1706,80,1544,6
1963,2,Lola,1513,81,1456,7
1963,2,Lotus-BRM,1374,84,1358,8
1963,2,Lotus-Climax,1774,80,1960,0
1963,2,Porsche,1590,80,1635,4
1963,2,Scirocco,1479,130,1568,5
1963,3,ATS,1327,111,1263,9
1963,3,BRM,1774,80,1669,4
1963,3,BRP,1439,130,1688,3
1963,3,Brabham,1660,89,1836,1
1963,3,Cooper-Climax,1733,80,1473,7
1963,3,Ferrari,1721,80,1772,2
1963,3,Lola,1484,81,1376,8
1963,3,Lotus-BRM,1415,83,1562,5
1963,3,Lotus-Climax,1814,80,1960,0
1963,3,Porsche,1576,80,1525,6
1963,3,Scirocco,1374,111,1151,10
1963,4,ATS,1304,100,1248,9
1963,4,BRM,1773,80,1771,2
1963,4,BRP,1460,111,1475,6
1963,4,Brabham,1668,86,1689,3
1963,4,Cooper-Climax,1758,80,1841,1
1963,4,De Tomaso,1246,130,1128,10
1963,4,Ferrari,1671,80,1440,7
1963,4,Lola,1497,81,1541,5
1963,4,Lotus-BRM,1454,82,1598,4
1963,4,Lotus-Climax,1846,80,1962,0
1963,4,Scirocco,1360,100,1335,8
1963,5,ATS,1255,94,1092,12
1963,5,BRM,1776,80,1785,2
1963,5,BRP,1396,100,1291,10
1963,5,Brabham,1627,84,1486,7
1963,5,Cooper-Climax,1724,80,1605,5
1963,5,De Tomaso,1224,111,1189,11
1963,5,Ferrari,1710,80,1846,1
1963,5,Gilby,1301,100,1391,8
1963,5,Lola,1525,80,1633,4
1963,5,Lotus-BRM,1501,81,1689,3
1963,5,Lotus-Climax,1875,80,1980,0
1963,5,Porsche,1566,80,1532,6
1963,5,Scirocco,1355,94,1344,9
1963,6,ATS,1232,89,1164,9
1963,6,BRM,1777,80,1780,2
1963,6,Brabham,1599,83,1508,6
1963,6,Cooper-Climax,1693,80,1583,5
1963,6,Ferrari,1760,80,1958,0
1963,6,Lola,1488,80,1339,8
1963,6,Lotus-BRM,1528,81,1618,4
1963,6,Lotus-Climax,1875,80,1876,1
1963,6,Porsche,1591,80,1687,3
1963,6,Scirocco,1366,89,1398,7
1963,7,ATS,1277,86,1445,7
1963,7,BRM,1795,80,1865,1
1963,7,BRP,1479,94,1691,3
1963,7,Brabham,1611,82,1648,4
1963,7,Cooper-Climax,1712,80,1778,2
1963,7,Ferrari,1698,80,1431,8
1963,7,Lola,1496,80,1526,6
1963,7,Lotus-BRM,1541,81,1585,5
1963,7,Lotus-Climax,1900,80,1994,0
1963,7,Lotus-Maserati,1291,130,1125,11
1963,7,Porsche,1547,80,1353,9
1963,7,Scirocco,1338,86,1245,10
1963,8,ATS,1257,84,1192,9
1963,8,BRM,1830,80,1984,0
1963,8,Brabham,1643,81,1765,2
1963,8,Cooper-Climax,1678,80,1550,6
1963,8,Ferrari,1701,80,1708,3
1963,8,Lola,1469,80,1367,8
1963,8,Lotus-BRM,1523,80,1459,7
1963,8,Lotus-Climax,1898,80,1890,1
1963,8,Porsche,1566,80,1627,4
1963,8,Stebro,1568,171,1580,5
1963,9,ATS,1305,83,1498,6
1963,9,BRM,1825,80,1806,2
1963,9,Brabham,1686,81,1859,1
1963,9,Cooper-Climax,1688,80,1720,3
1963,9,Ferrari,1653,80,1478,7
1963,9,Lola,1447,80,1367,8
1963,9,Lotus-BRM,1548,80,1644,4
1963,9,Lotus-Climax,1920,80,2010,0
1963,9,Porsche,1571,80,1591,5
1963,9,Team Lotus,1570,80,1261,9
1963,10,Alfa Romeo,1836,80,1476,9
1963,10,BRM,1831,80,1855,2
1963,10,Brabham,1731,81,1916,1
1963,10,Cooper-Climax,1706,80,1773,3
1963,10,Cooper-Maserati,1474,80,1536,7
1963,10,Ferrari,1668,80,1711,4
1963,10,LDS,1542,130,1594,6
1963,10,Lola,1410,80,1257,11
1963,10,Lotus-BRM,1515,80,1381,10
1963,10,Lotus-Climax,1948,80,2059,0
1963,10,Lotus-Ford,1497,171,1497,8
1963,10,Porsche,1588,80,1647,5
1964,1,BRM,1864,80,2000,0
1964,1,BRP,1454,89,1400,6
1964,1,Brabham-Climax,1564,171,1576,4
1964,1,Cooper-Climax,1717,80,1753,2
1964,1,Ferrari,1637,80,1528,5
1964,1,Lotus-BRM,1541,80,1635,3
1964,1,Lotus-Climax,1938,80,1900,1
1964,1,Scirocco,1316,84,1239,7
1964,2,BRM,1851,80,1804,2
1964,2,Brabham-BRM,1451,171,1442,6
1964,2,Brabham-Climax,1585,130,1609,4
1964,2,Cooper-Climax,1685,80,1557,5
1964,2,Ferrari,1682,80,1859,1
1964,2,Lotus-BRM,1569,80,1673,3
1964,2,Lotus-Climax,1958,80,2036,0
1964,2,Porsche,1547,80,1371,7
1964,3,BRM,1823,80,1713,3
1964,3,BRP,1486,86,1575,4
1964,3,Brabham-Climax,1640,111,1755,2
1964,3,Cooper-Climax,1719,80,1855,1
1964,3,Ferrari,1647,80,1529,5
1964,3,Lotus-BRM,1519,80,1293,7
1964,3,Lotus-Climax,1974,80,2037,0
1964,3,Scirocco,1328,83,1369,6
1964,4,BRM,1837,80,1888,1
1964,4,BRP,1470,84,1424,6
1964,4,Brabham-BRM,1375,130,1287,7
1964,4,Brabham-Climax,1722,100,1995,0
1964,4,Cooper-Climax,1715,80,1699,3
1964,4,Ferrari,1622,80,1538,5
1964,4,Lotus-BRM,1537,80,1594,4
1964,4,Lotus-Climax,1944,80,1820,2
1964,5,BRM,1849,80,1894,1
1964,5,BRP,1484,83,1528,5
1964,5,Brabham-BRM,1397,111,1435,6
1964,5,Brabham-Climax,1719,94,1712,3
1964,5,Brabham-Ford,1228,171,1175,8
1964,5,Cooper-Climax,1698,80,1639,4
1964,5,Ferrari,1655,80,1773,2
1964,5,Lotus-BRM,1501,80,1367,7
1964,5,Lotus-Climax,1964,80,2039,0
1964,6,BRM,1860,80,1899,1
1964,6,Brabham-BRM,1478,100,1758,2
1964,6,Brabham-Climax,1695,89,1628,4
1964,6,Cooper-Climax,1645,80,1347,7
1964,6,Ferrari,1712,80,1997,0
1964,6,Honda,1424,171,1410,6
1964,6,Lotus-BRM,1501,80,1504,5
1964,6,Lotus-Climax,1922,80,1741,3
1964,7,BRM,1866,80,1890,1
1964,7,BRP,1523,82,1673,3
1964,7,Brabham-BRM,1492,94,1523,5
1964,7,Brabham-Climax,1714,86,1775,2
1964,7,Cooper-Climax,1606,80,1466,6
1964,7,Ferrari,1768,80,1984,0
1964,7,Lotus-BRM,1523,80,1599,4
1964,7,Lotus-Climax,1858,80,1363,7
1964,8,BRM,1856,80,1817,2
1964,8,BRP,1560,81,1702,3
1964,8,Brabham-BRM,1513,89,1568,5
1964,8,Brabham-Climax,1675,84,1529,6
1964,8,Cooper-Climax,1658,80,1864,1
1964,8,Derrington,1360,171,1334,8
1964,8,Ferrari,1818,80,1993,0
1964,8,Honda,1337,130,1235,9
1964,8,Lotus-BRM,1503,80,1432,7
1964,8,Lotus-Climax,1814,80,1675,4
1964,9,BRM,1883,80,1997,0
1964,9,BRP,1577,81,1631,4
1964,9,Brabham-BRM,1566,86,1766,2
1964,9,Brabham-Climax,1639,83,1508,6
1964,9,Cooper-Climax,1594,80,1308,8
1964,9,Ferrari,1833,80,1880,1
1964,9,Honda,1351,111,1373,7
1964,9,Lotus-BRM,1515,80,1557,5
1964,9,Lotus-Climax,1793,80,1731,3
1964,10,BRM,1842,80,1659,4
1964,10,BRP,1572,81,1556,5
1964,10,Brabham-BRM,1544,84,1478,6
1964,10,Brabham-Climax,1697,82,1970,0
1964,10,Cooper-Climax,1620,80,1693,3
1964,10,Ferrari,1845,80,1882,1
1964,10,Lotus-BRM,1484,80,1363,7
1964,10,Lotus-Climax,1793,80,1793,2
1965,1,Alfa Romeo,1779,80,1545,7
1965,1,BRM,1844,80,1850,2
1965,1,Brabham-BRM,1577,83,1691,4
1965,1,Brabham-Climax,1684,81,1649,5
1965,1,Brabham-Ford,1392,130,1556,6
1965,1,Cooper-Climax,1653,80,1759,3
1965,1,Cooper-Maserati,1429,80,1206,11
1965,1,Ferrari,1862,80,1925,1
1965,1,LDS-Alfa Romeo,1381,171,1358,9
1965,1,Lotus-BRM,1474,80,1438,8
1965,1,Lotus-Climax,1838,80,2024,0
1965,1,RE,1325,171,1292,10
1965,2,BRM,1876,80,2003,0
1965,2,Brabham-BRM,1604,82,1693,3
1965,2,Brabham-Climax,1673,81,1634,4
1965,2,Cooper-Climax,1681,80,1779,2
1965,2,Ferrari,1869,80,1895,1
1965,2,Honda,1326,100,1267,7
1965,2,Lotus-BRM,1464,80,1426,6
1965,2,Lotus-Climax,1786,80,1570,5
1965,3,BRM,1881,80,1899,1
1965,3,Brabham-BRM,1591,81,1547,5
1965,3,Brabham-Climax,1681,81,1708,3
1965,3,Cooper-Climax,1704,80,1784,2
1965,3,Ferrari,1814,80,1476,6
1965,3,Honda,1385,94,1594,4
1965,3,Lotus-BRM,1432,80,1298,7
1965,3,Lotus-Climax,1832,80,1994,0
1965,4,BRM,1886,80,1901,1
1965,4,Brabham-BRM,1598,81,1625,4
1965,4,Brabham-Climax,1688,80,1713,3
1965,4,Cooper-Climax,1674,80,1562,5
1965,4,Ferrari,1812,80,1807,2
1965,4,Honda,1358,89,1284,7
1965,4,Lotus-BRM,1430,80,1421,6
1965,4,Lotus-Climax,1872,80,2002,0
1965,5,BRM,1890,80,1907,1
1965,5,Brabham-BRM,1604,81,1625,4
1965,5,Brabham-Climax,1693,80,1715,3
1965,5,Cooper-Climax,1648,80,1555,5
1965,5,Ferrari,1812,80,1810,2
1965,5,Honda,1337,86,1270,7
1965,5,Lotus-BRM,1426,80,1415,6
1965,5,Lotus-Climax,1905,80,2017,0
1965,6,BRM,1895,80,1914,1
1965,6,Brabham-BRM,1573,80,1444,6
1965,6,Brabham-Climax,1714,80,1794,2
1965,6,Cooper-Climax,1593,80,1316,7
1965,6,Ferrari,1779,80,1656,4
1965,6,Honda,1396,84,1681,3
1965,6,Lotus-BRM,1443,80,1509,5
1965,6,Lotus-Climax,1933,80,2032,0
1965,7,BRM,1899,80,1913,1
1965,7,Brabham-BRM,1559,80,1508,5
1965,7,Brabham-Climax,1730,80,1789,2
1965,7,Cooper-Climax,1616,80,1687,3
1965,7,Ferrari,1748,80,1633,4
1965,7,Lotus-BRM,1426,80,1357,6
1965,7,Lotus-Climax,1956,80,2042,0
1965,8,BRM,1926,80,2039,0
1965,8,Brabham-BRM,1516,80,1318,7
1965,8,Brabham-Climax,1761,80,1888,1
1965,8,Cooper-Climax,1635,80,1697,3
1965,8,Ferrari,1760,80,1799,2
1965,8,Honda,1399,83,1406,6
1965,8,Lotus-BRM,1457,80,1590,4
1965,8,Lotus-Climax,1898,80,1567,5
1965,9,BRM,1949,80,2042,0
1965,9,Brabham-BRM,1497,80,1434,6
1965,9,Brabham-Climax,1788,80,1893,1
1965,9,Cooper-Climax,1650,80,1704,3
1965,9,Ferrari,1770,80,1805,2
1965,9,Honda,1441,82,1591,4
1965,9,Lotus-BRM,1470,80,1513,5
1965,9,Lotus-Climax,1821,80,1342,7
1965,10,BRM,1892,80,1480,6
1965,10,Brabham-BRM,1536,80,1690,3
1965,10,Brabham-Climax,1810,80,1894,1
1965,10,Cooper-Climax,1599,80,1345,7
1965,10,Ferrari,1731,80,1568,5
1965,10,Honda,1510,81,1990,0
1965,10,Lotus-BRM,1497,80,1605,4
1965,10,Lotus-Climax,1819,80,1814,2
1966,1,BRM,1922,80,2022,0
1966,1,Brabham-BRM,1551,80,1602,4
1966,1,Brabham-Climax,1753,80,1396,7
1966,1,Brabham-Repco,1448,171,1438,6
1966,1,Cooper-Maserati,1485,80,1761,2
1966,1,Ferrari,1762,80,1877,1
1966,1,Lotus-BRM,1501,80,1514,5
1966,1,Lotus-Climax,1795,80,1727,3
1966,1,McLaren-Ford,1227,171,1175,8
1966,2,BRM,1876,80,1703,4
1966,2,Brabham-Climax,1686,80,1395,7
1966,2,Brabham-Repco,1597,130,1774,2
1966,2,Cooper-Maserati,1549,80,1853,1
1966,2,Eagle-Climax,1693,171,1729,3
1966,2,Ferrari,1808,80,1998,0
1966,2,Lotus-BRM,1513,80,1559,5
1966,2,Lotus-Climax,1740,80,1511,6
1966,2,McLaren-Serenissima,1220,171,1166,8
1966,3,BRM,1810,80,1486,7
1966,3,Brabham-BRM,1575,80,1661,4
1966,3,Brabham-Climax,1667,80,1616,5
1966,3,Brabham-Repco,1738,111,1986,0
1966,3,Cooper-Maserati,1602,80,1781,2
1966,3,Eagle-Climax,1713,130,1736,3
1966,3,Ferrari,1827,80,1891,1
1966,3,Lotus-BRM,1481,80,1346,8
1966,3,Lotus-Climax,1698,80,1557,6
1966,4,BRM,1826,80,1869,1
1966,4,Brabham-BRM,1566,80,1533,6
1966,4,Brabham-Climax,1652,80,1606,5
1966,4,Brabham-Repco,1821,100,1971,0
1966,4,Cooper-Ferrari,1471,171,1466,7
1966,4,Cooper-Maserati,1628,80,1703,3
1966,4,Eagle-Climax,1604,111,1312,9
1966,4,Lotus-BRM,1464,80,1404,8
1966,4,Lotus-Climax,1718,80,1777,2
1966,4,McLaren-Serenissima,1428,130,1633,4
1966,4,Shannon,1152,171,1084,10
1966,5,BRM,1843,80,1896,1
1966,5,Brabham-BRM,1560,80,1540,6
1966,5,Brabham-Climax,1614,80,1475,7
1966,5,Brabham-Repco,1876,94,2004,0
1966,5,Cooper-Maserati,1624,80,1613,5
1966,5,Eagle-Climax,1510,100,1357,8
1966,5,Ferrari,1798,80,1695,4
1966,5,Lotus-BRM,1509,80,1719,3
1966,5,Lotus-Climax,1738,80,1806,2
1966,6,BRM,1840,80,1829,2
1966,6,Brabham-BRM,1518,80,1320,9
1966,6,Brabham-Climax,1576,80,1435,8
1966,6,Brabham-Repco,1915,89,2022,0
1966,6,Cooper-Ferrari,1477,130,1484,7
1966,6,Cooper-Maserati,1671,80,1879,1
1966,6,Eagle-Climax,1565,94,1666,4
1966,6,Ferrari,1789,80,1757,3
1966,6,Lotus-BRM,1532,80,1607,5
1966,6,Lotus-Climax,1703,80,1574,6
1966,7,BRM,1796,80,1616,5
1966,7,Brabham-Climax,1594,80,1652,4
1966,7,Brabham-Repco,1916,86,1920,1
1966,7,Cooper-Maserati,1700,80,1801,2
1966,7,Eagle-Weslake,1279,171,1237,8
1966,7,Ferrari,1831,80,2009,0
1966,7,Honda,1483,81,1410,7
1966,7,Lotus-BRM,1569,80,1715,3
1966,7,Lotus-Climax,1667,80,1529,6
1966,8,BRM,1771,80,1687,4
1966,8,Brabham-Repco,1854,84,1550,6
1966,8,Cooper-Maserati,1737,80,1879,1
1966,8,Eagle-Climax,1479,89,1208,9
1966,8,Eagle-Weslake,1285,130,1291,8
1966,8,Ferrari,1771,80,1463,7
1966,8,Honda,1507,81,1579,5
1966,8,Lotus-BRM,1628,80,1985,0
1966,8,Lotus-Climax,1683,80,1736,3
1966,8,McLaren-Ford,1500,130,1789,2
1966,9,BRM,1714,80,1408,6
1966,9,Brabham-Repco,1851,83,1843,1
1966,9,Cooper-Maserati,1776,80,1936,0
1966,9,Eagle-Climax,1523,86,1619,3
1966,9,Eagle-Weslake,1255,111,1198,7
1966,9,Honda,1548,80,1702,2
1966,9,Lotus-BRM,1613,80,1565,4
1966,9,McLaren-Ford,1480,111,1467,5
1967,1,BRM,1652,80,1354,8
1967,1,Brabham-Climax,1600,80,1622,4
1967,1,Brabham-Repco,1819,82,1714,3
1967,1,Cooper-Climax,1646,80,1827,1
1967,1,Cooper-Maserati,1813,80,1960,0
1967,1,Eagle-Climax,1500,84,1442,7
1967,1,Honda,1590,80,1744,2
1967,1,LDS-Climax,1559,171,1570,5
1967,1,Lotus-BRM,1593,80,1530,6
1967,2,BRM,1644,80,1621,5
1967,2,Brabham-Repco,1857,81,1990,0
1967,2,Cooper-Maserati,1789,80,1704,4
1967,2,Eagle-Weslake,1258,100,1266,8
1967,2,Ferrari,1778,80,1798,2
1967,2,Honda,1560,80,1460,7
1967,2,Lotus-BRM,1642,80,1854,1
1967,2,Lotus-Climax,1655,80,1556,6
1967,2,Matra,1177,171,1114,9
1967,2,McLaren-BRM,1697,171,1734,3
1967,3,BRM,1651,80,1676,4
1967,3,Brabham-Climax,1603,80,1612,5
1967,3,Brabham-Repco,1869,81,1909,1
1967,3,Cooper-Maserati,1745,80,1569,6
1967,3,Eagle-Weslake,1273,94,1316,8
1967,3,Ferrari,1787,80,1817,2
1967,3,Honda,1540,80,1472,7
1967,3,Lotus-BRM,1664,80,1735,3
1967,3,Lotus-Ford,1704,130,1997,0
1967,3,McLaren-BRM,1480,130,1238,9
1967,4,BRM,1691,80,1845,1
1967,4,Brabham-Climax,1591,80,1546,5
1967,4,Brabham-Repco,1809,81,1476,6
1967,4,Cooper-Maserati,1736,80,1706,3
1967,4,Eagle-Weslake,1340,89,1949,0
1967,4,Ferrari,1787,80,1784,2
1967,4,Honda,1494,80,1303,7
1967,4,Lotus-Ford,1665,111,1632,4
1967,5,BRM,1722,80,1828,1
1967,5,Brabham-Climax,1550,80,1359,6
1967,5,Brabham-Repco,1845,80,1957,0
1967,5,Cooper-Maserati,1740,80,1755,2
1967,5,Eagle-Weslake,1393,86,1544,4
1967,5,Ferrari,1766,80,1690,3
1967,5,Lotus-Ford,1608,100,1501,5
1967,6,BRM,1688,80,1565,5
1967,6,Brabham-Climax,1531,80,1466,6
1967,6,Brabham-Repco,1851,80,1871,1
1967,6,Cooper-ATS,1237,171,1186,8
1967,6,Cooper-Maserati,1733,80,1704,3
1967,6,Eagle-Weslake,1378,84,1341,7
1967,6,Ferrari,1768,80,1777,2
1967,6,Honda,1519,80,1604,4
1967,6,Lotus-Ford,1694,94,1952,0
1967,7,BRM,1649,80,1505,6
1967,7,Brabham-Ford,1458,111,1537,5
1967,7,Brabham-Repco,1880,80,1983,0
1967,7,Cooper-Maserati,1714,80,1641,4
1967,7,Eagle-Weslake,1361,83,1309,8
1967,7,Ferrari,1787,80,1857,1
1967,7,Honda,1565,80,1750,2
1967,7,Lola,1407,80,1396,7
1967,7,Lotus-Ford,1697,89,1701,3
1967,7,Matra,1170,130,1164,9
1967,7,Protos,1115,171,1040,10
1967,8,BRM,1662,80,1706,3
1967,8,Brabham-Repco,1905,80,1996,0
1967,8,Cooper-Maserati,1677,80,1521,6
1967,8,Eagle-Climax,1452,83,1291,8
1967,8,Eagle-Weslake,1427,82,1836,1
1967,8,Ferrari,1761,80,1660,4
1967,8,Lotus-BRM,1618,80,1431,7
1967,8,Lotus-Ford,1719,86,1778,2
1967,8,McLaren-BRM,1524,111,1561,5
1967,9,BRM,1653,80,1622,4
1967,9,Brabham-Repco,1900,80,1881,1
1967,9,Cooper-Maserati,1680,80,1691,3
1967,9,Eagle-Weslake,1398,81,1318,7
1967,9,Ferrari,1723,80,1562,5
1967,9,Honda,1627,80,1948,0
1967,9,Lotus-Ford,1731,84,1767,2
1967,9,McLaren-BRM,1496,100,1449,6
1967,10,BRM,1623,80,1508,6
1967,10,Brabham-Repco,1895,80,1881,1
1967,10,Cooper-Maserati,1698,80,1765,2
1967,10,Eagle-Weslake,1396,81,1388,7
1967,10,Ferrari,1694,80,1584,5
1967,10,Honda,1629,80,1635,4
1967,10,Lotus-Ford,1778,83,1963,0
1967,10,McLaren-BRM,1438,94,1292,8
1967,10,McLaren-Ford,1557,100,1682,3
1967,11,BRM,1644,80,1717,3
1967,11,Brabham-Repco,1895,80,1892,1
1967,11,Cooper-Maserati,1692,80,1670,4
1967,11,Eagle-Climax,1414,82,1292,9
1967,11,Ferrari,1666,80,1562,6
1967,11,Honda,1662,80,1779,2
1967,11,Lotus-BRM,1575,80,1421,8
1967,11,Lotus-Ford,1821,82,1980,0
1967,11,McLaren-BRM,1448,89,1471,7
1967,11,McLaren-Ford,1572,94,1602,5
1968,1,BRM,1591,80,1317,11
1968,1,Brabham-Climax,1538,80,1564,7
1968,1,Brabham-Repco,1899,80,1917,1
1968,1,Cooper-BRM,1187,171,1126,12
1968,1,Cooper-Climax,1595,80,1407,10
1968,1,Cooper-Maserati,1689,80,1677,5
1968,1,Eagle-Weslake,1419,81,1498,8
1968,1,Ferrari,1696,80,1811,2
1968,1,Honda,1654,80,1626,6
1968,1,LDS,1513,111,1458,9
1968,1,Lotus-Ford,1863,81,2013,0
1968,1,Matra-Ford,1677,171,1711,4
1968,1,McLaren-BRM,1507,86,1738,3
1968,2,BRM,1561,80,1463,6
1968,2,Brabham-Repco,1843,80,1327,7
1968,2,Cooper-BRM,1474,130,1762,2
1968,2,Ferrari,1670,80,1575,5
1968,2,Honda,1652,80,1646,4
1968,2,Lotus-Ford,1895,81,2006,0
1968,2,Matra-Ford,1697,130,1719,3
1968,2,McLaren-Ford,1636,89,1851,1
1968,3,BRM,1614,80,1833,1
1968,3,Brabham-Repco,1772,80,1372,7
1968,3,Cooper-BRM,1626,111,1744,2
1968,3,Eagle-Weslake,1422,80,1430,6
1968,3,Honda,1644,80,1614,4
1968,3,Lotus-Ford,1919,81,2003,0
1968,3,Matra,1269,111,1491,5
1968,3,Matra-Ford,1578,111,1206,8
1968,3,McLaren-Ford,1649,86,1683,3
1968,4,BRM,1665,80,1851,1
1968,4,Brabham-Repco,1695,80,1414,8
1968,4,Cooper-BRM,1617,100,1604,5
1968,4,Ferrari,1694,80,1779,2
1968,4,Honda,1613,80,1489,7
1968,4,Lotus-Ford,1874,80,1686,4
1968,4,Matra,1354,100,1515,6
1968,4,Matra-Ford,1629,100,1710,3
1968,4,McLaren-BRM,1451,84,1264,9
1968,4,McLaren-Ford,1709,84,1968,0
1968,5,BRM,1693,80,1781,2
1968,5,Brabham-Repco,1687,80,1671,4
1968,5,Cooper-BRM,1530,94,1292,9
1968,5,Ferrari,1701,80,1725,3
1968,5,Honda,1587,80,1489,7
1968,5,Lotus-Ford,1816,80,1572,6
1968,5,Matra,1456,94,1841,1
1968,5,Matra-Ford,1706,94,1958,0
1968,5,McLaren-BRM,1487,83,1591,5
1968,5,McLaren-Ford,1647,83,1417,8
1968,6,BRM,1671,80,1600,5
1968,6,Brabham-Repco,1623,80,1359,8
1968,6,Cooper-BRM,1582,89,1694,3
1968,6,Ferrari,1744,80,1941,0
1968,6,Honda,1632,80,1828,1
1968,6,Lotus-Ford,1751,80,1474,7
1968,6,Matra,1474,89,1510,6
1968,6,Matra-Ford,1724,89,1770,2
1968,6,McLaren-Ford,1648,82,1651,4
1968,7,BRM,1660,80,1622,5
1968,7,Brabham-Repco,1609,80,1570,6
1968,7,Cooper-BRM,1563,86,1516,7
1968,7,Eagle-Weslake,1411,80,1371,9
1968,7,Ferrari,1767,80,1846,1
1968,7,Honda,1651,80,1713,3
1968,7,Lotus-Ford,1800,80,1946,0
1968,7,Matra,1467,86,1448,8
1968,7,Matra-Ford,1711,86,1674,4
1968,7,McLaren-BRM,1440,82,1278,10
1968,7,McLaren-Ford,1677,81,1769,2
1968,8,BRM,1664,80,1677,4
1968,8,Brabham-Repco,1648,80,1779,2
1968,8,Cooper-BRM,1514,84,1358,10
1968,8,Eagle-Weslake,1440,80,1556,6
1968,8,Ferrari,1761,80,1739,3
1968,8,Honda,1591,80,1256,11
1968,8,Lola,1427,80,1503,7
1968,8,Lotus-Ford,1818,80,1870,1
1968,8,Matra,1455,84,1420,9
1968,8,Matra-Ford,1761,84,1960,0
1968,8,McLaren,1473,171,1468,8
1968,8,McLaren-Ford,1666,81,1630,5
1968,9,BRM,1676,80,1723,3
1968,9,Brabham-Repco,1617,80,1515,7
1968,9,Cooper-BRM,1460,83,1269,10
1968,9,Eagle-Weslake,1423,80,1362,9
1968,9,Ferrari,1768,80,1792,2
1968,9,Honda,1557,80,1451,8
1968,9,Lotus-Ford,1768,80,1581,6
1968,9,Matra,1496,83,1652,4
1968,9,Matra-Ford,1786,83,1862,1
1968,9,McLaren-BRM,1478,81,1599,5
1968,9,McLaren-Ford,1717,81,1953,0
1968,10,BRM,1710,80,1848,1
1968,10,Brabham-Repco,1588,80,1490,7
1968,10,Cooper-BRM,1515,82,1701,3
1968,10,Ferrari,1729,80,1564,6
1968,10,Honda,1523,80,1412,8
1968,10,Lotus-Ford,1773,80,1789,2
1968,10,Matra,1519,82,1592,5
1968,10,Matra-Ford,1761,82,1677,4
1968,10,McLaren-BRM,1436,81,1297,9
1968,10,McLaren-Ford,1766,80,1955,0
1968,11,BRM,1703,80,1678,4
1968,11,Brabham-Repco,1572,80,1519,7
